year,source_ISO,target_ISO,category,value,data,start,end
2010,USA,KAZ,C1,1,fintech_talent,"[-97.0, 38.0]","[68.0, 48.0]"
2010,SVK,DEU,C1,2,fintech_talent,"[19.5, 48.6667]","[9.0, 51.0]"
2010,CAN,ROU,C1,1,fintech_talent,"[-95.0, 60.0]","[25.0, 46.0]"
2010,GBR,PRT,C1,2,fintech_talent,"[-2.0, 54.0]","[-8.0, 39.5]"
2010,CHE,DNK,C1,1,fintech_talent,"[8.0, 47.0]","[10.0, 56.0]"
2010,JAM,USA,C1,1,fintech_talent,"[-77.5, 18.25]","[-97.0, 38.0]"
2010,PER,USA,C1,1,fintech_talent,"[-76.0, -10.0]","[-97.0, 38.0]"
2010,IND,TWN,C1,2,fintech_talent,"[77.0, 20.0]","[121.0, 23.5]"
2010,SWE,KOR,C1,1,fintech_talent,"[15.0, 62.0]","[127.5, 37.0]"
2010,FIN,MAR,C2,1,fintech_talent,"[26.0, 64.0]","[-5.0, 32.0]"
2010,DEU,SGP,C2,4,fintech_talent,"[9.0, 51.0]","[103.8, 1.3667]"
2010,NLD,AUS,C2,1,fintech_talent,"[5.75, 52.5]","[133.0, -27.0]"
2010,NLD,SWE,C2,2,fintech_talent,"[5.75, 52.5]","[15.0, 62.0]"
2010,MYS,GBR,C2,4,fintech_talent,"[112.5, 2.5]","[-2.0, 54.0]"
2010,MNE,CHN,C3,6,fintech_talent,"[19.0, 42.0]","[105.0, 35.0]"
2010,PAK,IND,C3,2,fintech_talent,"[70.0, 30.0]","[77.0, 20.0]"
2010,SGP,AUT,C3,2,fintech_talent,"[103.8, 1.3667]","[13.3333, 47.3333]"
2010,BEL,CAN,C3,4,fintech_talent,"[4.0, 50.8333]","[-95.0, 60.0]"
2010,HKG,JPN,C3,3,fintech_talent,"[114.1667, 22.25]","[138.0, 36.0]"
2010,NLD,LUX,C3,1,fintech_talent,"[5.75, 52.5]","[6.1667, 49.75]"
2010,NLD,TWN,C3,2,fintech_talent,"[5.75, 52.5]","[121.0, 23.5]"
2010,CAN,ZAF,C3,2,fintech_talent,"[-95.0, 60.0]","[24.0, -29.0]"
2010,ZAF,BEL,C3,1,fintech_talent,"[24.0, -29.0]","[4.0, 50.8333]"
2010,DEU,ETH,C3,1,fintech_talent,"[9.0, 51.0]","[38.0, 8.0]"
2010,SGP,HKG,C3,1,fintech_talent,"[103.8, 1.3667]","[114.1667, 22.25]"
2010,NZL,TWN,C3,3,fintech_talent,"[174.0, -41.0]","[121.0, 23.5]"
2010,USA,TUR,C3,4,fintech_talent,"[-97.0, 38.0]","[35.0, 39.0]"
2010,DEU,CHN,C3,11,fintech_talent,"[9.0, 51.0]","[105.0, 35.0]"
2010,GBR,GRC,C3,13,fintech_talent,"[-2.0, 54.0]","[22.0, 39.0]"
2010,IRL,JPN,C3,1,fintech_talent,"[-8.0, 53.0]","[138.0, 36.0]"
2010,ARE,ISR,C3,2,fintech_talent,"[54.0, 24.0]","[34.75, 31.5]"
2010,USA,CHN,C3,167,fintech_talent,"[-97.0, 38.0]","[105.0, 35.0]"
2010,MYS,LVA,all,1,fintech_talent,"[112.5, 2.5]","[25.0, 57.0]"
2010,GBR,MEX,all,4,fintech_talent,"[-2.0, 54.0]","[-102.0, 23.0]"
2010,CHE,ESP,all,2,fintech_talent,"[8.0, 47.0]","[-4.0, 40.0]"
2010,PRT,JPN,all,2,fintech_talent,"[-8.0, 39.5]","[138.0, 36.0]"
2010,JPN,NZL,all,6,fintech_talent,"[138.0, 36.0]","[174.0, -41.0]"
2010,MYS,HKG,all,2,fintech_talent,"[112.5, 2.5]","[114.1667, 22.25]"
2010,ZAF,NLD,all,1,fintech_talent,"[24.0, -29.0]","[5.75, 52.5]"
2010,KEN,DEU,all,1,fintech_talent,"[38.0, 1.0]","[9.0, 51.0]"
2010,FRA,DEU,all,9,fintech_talent,"[2.0, 46.0]","[9.0, 51.0]"
2010,SVN,ESP,all,1,fintech_talent,"[15.0, 46.0]","[-4.0, 40.0]"
2010,MYS,BIH,all,1,fintech_talent,"[112.5, 2.5]","[18.0, 44.0]"
2010,AUS,CHN,all,40,fintech_talent,"[133.0, -27.0]","[105.0, 35.0]"
2010,AUS,GBR,all,66,fintech_talent,"[133.0, -27.0]","[-2.0, 54.0]"
2010,ARG,IRL,all,1,fintech_talent,"[-64.0, -34.0]","[-8.0, 53.0]"
2011,USA,GRC,C1,1,fintech_talent,"[-97.0, 38.0]","[22.0, 39.0]"
2011,BHR,SAU,C1,1,fintech_talent,"[50.55, 26.0]","[45.0, 25.0]"
2011,KOR,BRA,C1,1,fintech_talent,"[127.5, 37.0]","[-55.0, -10.0]"
2011,MLT,GBR,C1,1,fintech_talent,"[14.5833, 35.8333]","[-2.0, 54.0]"
2011,MEX,IRL,C1,1,fintech_talent,"[-102.0, 23.0]","[-8.0, 53.0]"
2011,HUN,ISR,C2,1,fintech_talent,"[20.0, 47.0]","[34.75, 31.5]"
2011,QAT,JPN,C2,1,fintech_talent,"[51.25, 25.5]","[138.0, 36.0]"
2011,LVA,MYS,C2,1,fintech_talent,"[25.0, 57.0]","[112.5, 2.5]"
2011,THA,LVA,C2,1,fintech_talent,"[100.0, 15.0]","[25.0, 57.0]"
2011,CAN,AUT,C2,1,fintech_talent,"[-95.0, 60.0]","[13.3333, 47.3333]"
2011,DEU,LUX,C2,2,fintech_talent,"[9.0, 51.0]","[6.1667, 49.75]"
2011,SWE,NOR,C2,1,fintech_talent,"[15.0, 62.0]","[10.0, 62.0]"
2011,USA,EGY,C2,2,fintech_talent,"[-97.0, 38.0]","[30.0, 27.0]"
2011,HRV,USA,C2,1,fintech_talent,"[15.5, 45.1667]","[-97.0, 38.0]"
2011,CZE,USA,C2,2,fintech_talent,"[15.5, 49.75]","[-97.0, 38.0]"
2011,CHN,BRA,C2,1,fintech_talent,"[105.0, 35.0]","[-55.0, -10.0]"
2011,CZE,SRB,C2,2,fintech_talent,"[15.5, 49.75]","[21.0, 44.0]"
2011,AUT,HUN,C2,1,fintech_talent,"[13.3333, 47.3333]","[20.0, 47.0]"
2011,SGP,CHN,C2,3,fintech_talent,"[103.8, 1.3667]","[105.0, 35.0]"
2011,MEX,JPN,C2,1,fintech_talent,"[-102.0, 23.0]","[138.0, 36.0]"
2011,BGD,IND,C3,2,fintech_talent,"[90.0, 24.0]","[77.0, 20.0]"
2011,LUX,NLD,C3,1,fintech_talent,"[6.1667, 49.75]","[5.75, 52.5]"
2011,CHE,CHN,C3,11,fintech_talent,"[8.0, 47.0]","[105.0, 35.0]"
2011,IRL,SWE,C3,2,fintech_talent,"[-8.0, 53.0]","[15.0, 62.0]"
2011,FIN,SWE,C3,1,fintech_talent,"[26.0, 64.0]","[15.0, 62.0]"
2011,IRL,USA,C3,27,fintech_talent,"[-8.0, 53.0]","[-97.0, 38.0]"
2011,CYP,GRC,C3,2,fintech_talent,"[33.0, 35.0]","[22.0, 39.0]"
2011,MEX,ITA,C3,4,fintech_talent,"[-102.0, 23.0]","[12.8333, 42.8333]"
2011,BEL,LUX,C3,1,fintech_talent,"[4.0, 50.8333]","[6.1667, 49.75]"
2011,USA,HKG,C3,14,fintech_talent,"[-97.0, 38.0]","[114.1667, 22.25]"
2011,GBR,SVK,C3,2,fintech_talent,"[-2.0, 54.0]","[19.5, 48.6667]"
2011,ZAF,ETH,C3,1,fintech_talent,"[24.0, -29.0]","[38.0, 8.0]"
2011,JOR,CAN,C3,1,fintech_talent,"[36.0, 31.0]","[-95.0, 60.0]"
2011,CAN,PAK,C3,1,fintech_talent,"[-95.0, 60.0]","[70.0, 30.0]"
2011,BEL,FRA,C3,2,fintech_talent,"[4.0, 50.8333]","[2.0, 46.0]"
2011,ITA,AUT,C3,3,fintech_talent,"[12.8333, 42.8333]","[13.3333, 47.3333]"
2011,CHN,DEU,C3,4,fintech_talent,"[105.0, 35.0]","[9.0, 51.0]"
2011,BRA,AGO,all,1,fintech_talent,"[-55.0, -10.0]","[18.5, -12.5]"
2011,NZL,ISR,all,2,fintech_talent,"[174.0, -41.0]","[34.75, 31.5]"
2011,NOR,GHA,all,1,fintech_talent,"[10.0, 62.0]","[-2.0, 8.0]"
2011,QAT,ITA,all,1,fintech_talent,"[51.25, 25.5]","[12.8333, 42.8333]"
2011,MYS,PAK,all,5,fintech_talent,"[112.5, 2.5]","[70.0, 30.0]"
2011,KOR,MYS,all,1,fintech_talent,"[127.5, 37.0]","[112.5, 2.5]"
2011,USA,RWA,all,14,fintech_talent,"[-97.0, 38.0]","[30.0, -2.0]"
2011,GRC,AUT,all,1,fintech_talent,"[22.0, 39.0]","[13.3333, 47.3333]"
2011,USA,PRT,all,21,fintech_talent,"[-97.0, 38.0]","[-8.0, 39.5]"
2011,LVA,SAU,all,1,fintech_talent,"[25.0, 57.0]","[45.0, 25.0]"
2011,SWE,ROU,all,2,fintech_talent,"[15.0, 62.0]","[25.0, 46.0]"
2011,HKG,ARE,all,1,fintech_talent,"[114.1667, 22.25]","[54.0, 24.0]"
2011,RUS,ISR,all,1,fintech_talent,"[100.0, 60.0]","[34.75, 31.5]"
2011,AUS,CHE,all,5,fintech_talent,"[133.0, -27.0]","[8.0, 47.0]"
2011,ITA,USA,all,70,fintech_talent,"[12.8333, 42.8333]","[-97.0, 38.0]"
2011,GHA,ETH,all,1,fintech_talent,"[-2.0, 8.0]","[38.0, 8.0]"
2011,ITA,ISL,all,1,fintech_talent,"[12.8333, 42.8333]","[-18.0, 65.0]"
2011,EGY,SRB,all,2,fintech_talent,"[30.0, 27.0]","[21.0, 44.0]"
2011,GBR,MAR,all,1,fintech_talent,"[-2.0, 54.0]","[-5.0, 32.0]"
2011,NOR,AUT,all,1,fintech_talent,"[10.0, 62.0]","[13.3333, 47.3333]"
2011,PRT,CHN,all,4,fintech_talent,"[-8.0, 39.5]","[105.0, 35.0]"
2011,PHL,AUS,all,1,fintech_talent,"[122.0, 13.0]","[133.0, -27.0]"
2011,JPN,IRL,all,3,fintech_talent,"[138.0, 36.0]","[-8.0, 53.0]"
2011,RUS,DEU,all,3,fintech_talent,"[100.0, 60.0]","[9.0, 51.0]"
2011,ITA,LKA,all,1,fintech_talent,"[12.8333, 42.8333]","[81.0, 7.0]"
2011,USA,MNE,all,7,fintech_talent,"[-97.0, 38.0]","[19.0, 42.0]"
2011,TWN,NZL,all,3,fintech_talent,"[121.0, 23.5]","[174.0, -41.0]"
2011,CZE,IND,all,1,fintech_talent,"[15.5, 49.75]","[77.0, 20.0]"
2011,ISR,IND,all,3,fintech_talent,"[34.75, 31.5]","[77.0, 20.0]"
2011,TUR,USA,all,10,fintech_talent,"[35.0, 39.0]","[-97.0, 38.0]"
2012,CHN,BGD,C1,1,fintech_talent,"[105.0, 35.0]","[90.0, 24.0]"
2012,SAU,PAK,C1,2,fintech_talent,"[45.0, 25.0]","[70.0, 30.0]"
2012,DEU,AUS,C1,2,fintech_talent,"[9.0, 51.0]","[133.0, -27.0]"
2012,SRB,GBR,C1,1,fintech_talent,"[21.0, 44.0]","[-2.0, 54.0]"
2012,JPN,EGY,C1,1,fintech_talent,"[138.0, 36.0]","[30.0, 27.0]"
2012,PHL,COL,C1,1,fintech_talent,"[122.0, 13.0]","[-72.0, 4.0]"
2012,CAN,CHN,C1,3,fintech_talent,"[-95.0, 60.0]","[105.0, 35.0]"
2012,GBR,MYS,C1,3,fintech_talent,"[-2.0, 54.0]","[112.5, 2.5]"
2012,EST,SWE,C2,1,fintech_talent,"[26.0, 59.0]","[15.0, 62.0]"
2012,SVK,GBR,C2,2,fintech_talent,"[19.5, 48.6667]","[-2.0, 54.0]"
2012,HKG,AUS,C2,3,fintech_talent,"[114.1667, 22.25]","[133.0, -27.0]"
2012,DEU,AUT,C2,2,fintech_talent,"[9.0, 51.0]","[13.3333, 47.3333]"
2012,IND,NLD,C2,2,fintech_talent,"[77.0, 20.0]","[5.75, 52.5]"
2012,DNK,ARE,C2,1,fintech_talent,"[10.0, 56.0]","[54.0, 24.0]"
2012,IRL,CAN,C2,2,fintech_talent,"[-8.0, 53.0]","[-95.0, 60.0]"
2012,SAU,USA,C2,3,fintech_talent,"[45.0, 25.0]","[-97.0, 38.0]"
2012,KOR,CHN,C3,8,fintech_talent,"[127.5, 37.0]","[105.0, 35.0]"
2012,ESP,ZAF,C3,1,fintech_talent,"[-4.0, 40.0]","[24.0, -29.0]"
2012,AUT,GBR,C3,11,fintech_talent,"[13.3333, 47.3333]","[-2.0, 54.0]"
2012,AUS,KOR,C3,2,fintech_talent,"[133.0, -27.0]","[127.5, 37.0]"
2012,AUS,IDN,C3,1,fintech_talent,"[133.0, -27.0]","[120.0, -5.0]"
2012,FRA,SAU,C3,1,fintech_talent,"[2.0, 46.0]","[45.0, 25.0]"
2012,ESP,CAN,C3,5,fintech_talent,"[-4.0, 40.0]","[-95.0, 60.0]"
2012,ZAF,CAN,C3,1,fintech_talent,"[24.0, -29.0]","[-95.0, 60.0]"
2012,ITA,AUT,C3,2,fintech_talent,"[12.8333, 42.8333]","[13.3333, 47.3333]"
2012,DEU,IND,C3,1,fintech_talent,"[9.0, 51.0]","[77.0, 20.0]"
2012,ITA,ESP,C3,4,fintech_talent,"[12.8333, 42.8333]","[-4.0, 40.0]"
2012,USA,HRV,C3,2,fintech_talent,"[-97.0, 38.0]","[15.5, 45.1667]"
2012,ESP,PRT,C3,5,fintech_talent,"[-4.0, 40.0]","[-8.0, 39.5]"
2012,BDI,CHE,C3,2,fintech_talent,"[30.0, -3.5]","[8.0, 47.0]"
2012,IRL,EGY,all,1,fintech_talent,"[-8.0, 53.0]","[30.0, 27.0]"
2012,JPN,CAN,all,3,fintech_talent,"[138.0, 36.0]","[-95.0, 60.0]"
2012,CHN,MYS,all,9,fintech_talent,"[105.0, 35.0]","[112.5, 2.5]"
2012,BDI,GBR,all,4,fintech_talent,"[30.0, -3.5]","[-2.0, 54.0]"
2012,NLD,ESP,all,4,fintech_talent,"[5.75, 52.5]","[-4.0, 40.0]"
2012,ARE,USA,all,8,fintech_talent,"[54.0, 24.0]","[-97.0, 38.0]"
2012,AUS,BRN,all,1,fintech_talent,"[133.0, -27.0]","[114.6667, 4.5]"
2012,BEL,CHN,all,3,fintech_talent,"[4.0, 50.8333]","[105.0, 35.0]"
2012,JPN,FIN,all,2,fintech_talent,"[138.0, 36.0]","[26.0, 64.0]"
2012,DEU,CAN,all,14,fintech_talent,"[9.0, 51.0]","[-95.0, 60.0]"
2012,ARE,GBR,all,3,fintech_talent,"[54.0, 24.0]","[-2.0, 54.0]"
2012,SGP,SWE,all,1,fintech_talent,"[103.8, 1.3667]","[15.0, 62.0]"
2012,NOR,PER,all,1,fintech_talent,"[10.0, 62.0]","[-76.0, -10.0]"
2012,NLD,QAT,all,1,fintech_talent,"[5.75, 52.5]","[51.25, 25.5]"
2012,BRN,SGP,all,1,fintech_talent,"[114.6667, 4.5]","[103.8, 1.3667]"
2012,DEU,ISR,all,6,fintech_talent,"[9.0, 51.0]","[34.75, 31.5]"
2012,CHN,UGA,all,10,fintech_talent,"[105.0, 35.0]","[32.0, 1.0]"
2012,ZAF,NLD,all,1,fintech_talent,"[24.0, -29.0]","[5.75, 52.5]"
2012,CHE,ITA,all,4,fintech_talent,"[8.0, 47.0]","[12.8333, 42.8333]"
2012,JPN,NLD,all,5,fintech_talent,"[138.0, 36.0]","[5.75, 52.5]"
2012,BGD,SGP,all,1,fintech_talent,"[90.0, 24.0]","[103.8, 1.3667]"
2012,JPN,ARG,all,2,fintech_talent,"[138.0, 36.0]","[-64.0, -34.0]"
2012,AUS,JPN,all,3,fintech_talent,"[133.0, -27.0]","[138.0, 36.0]"
2012,GBR,NZL,all,10,fintech_talent,"[-2.0, 54.0]","[174.0, -41.0]"
2012,ITA,SAU,all,1,fintech_talent,"[12.8333, 42.8333]","[45.0, 25.0]"
2012,USA,TTO,all,1,fintech_talent,"[-97.0, 38.0]","[-61.0, 11.0]"
2012,BEL,USA,all,25,fintech_talent,"[4.0, 50.8333]","[-97.0, 38.0]"
2012,FRA,IND,all,4,fintech_talent,"[2.0, 46.0]","[77.0, 20.0]"
2013,BRA,EGY,C1,1,fintech_talent,"[-55.0, -10.0]","[30.0, 27.0]"
2013,JOR,SAU,C1,1,fintech_talent,"[36.0, 31.0]","[45.0, 25.0]"
2013,DEU,SVK,C1,1,fintech_talent,"[9.0, 51.0]","[19.5, 48.6667]"
2013,IRL,DNK,C1,1,fintech_talent,"[-8.0, 53.0]","[10.0, 56.0]"
2013,ISR,DEU,C1,1,fintech_talent,"[34.75, 31.5]","[9.0, 51.0]"
2013,SEN,BFA,C1,1,fintech_talent,"[-14.0, 14.0]","[-2.0, 13.0]"
2013,AUT,MYS,C1,1,fintech_talent,"[13.3333, 47.3333]","[112.5, 2.5]"
2013,FIN,SWE,C1,1,fintech_talent,"[26.0, 64.0]","[15.0, 62.0]"
2013,IRL,NLD,C1,1,fintech_talent,"[-8.0, 53.0]","[5.75, 52.5]"
2013,DEU,IND,C2,1,fintech_talent,"[9.0, 51.0]","[77.0, 20.0]"
2013,CHE,PRT,C2,1,fintech_talent,"[8.0, 47.0]","[-8.0, 39.5]"
2013,BEL,DNK,C2,1,fintech_talent,"[4.0, 50.8333]","[10.0, 56.0]"
2013,EGY,GBR,C2,2,fintech_talent,"[30.0, 27.0]","[-2.0, 54.0]"
2013,ISR,NLD,C2,1,fintech_talent,"[34.75, 31.5]","[5.75, 52.5]"
2013,USA,CZE,C2,2,fintech_talent,"[-97.0, 38.0]","[15.5, 49.75]"
2013,SWE,LBY,C2,1,fintech_talent,"[15.0, 62.0]","[17.0, 25.0]"
2013,AUT,SWE,C2,1,fintech_talent,"[13.3333, 47.3333]","[15.0, 62.0]"
2013,KEN,GBR,C2,2,fintech_talent,"[38.0, 1.0]","[-2.0, 54.0]"
2013,ZAF,GBR,C2,1,fintech_talent,"[24.0, -29.0]","[-2.0, 54.0]"
2013,CHN,KNA,C2,1,fintech_talent,"[105.0, 35.0]","[-62.75, 17.3333]"
2013,BEL,AUS,C2,1,fintech_talent,"[4.0, 50.8333]","[133.0, -27.0]"
2013,AUS,DNK,C2,1,fintech_talent,"[133.0, -27.0]","[10.0, 56.0]"
2013,IND,CHN,C2,2,fintech_talent,"[77.0, 20.0]","[105.0, 35.0]"
2013,JPN,USA,C3,13,fintech_talent,"[138.0, 36.0]","[-97.0, 38.0]"
2013,GBR,TUR,C3,2,fintech_talent,"[-2.0, 54.0]","[35.0, 39.0]"
2013,NLD,PRT,C3,1,fintech_talent,"[5.75, 52.5]","[-8.0, 39.5]"
2013,HUN,USA,C3,11,fintech_talent,"[20.0, 47.0]","[-97.0, 38.0]"
2013,AUS,CZE,C3,2,fintech_talent,"[133.0, -27.0]","[15.5, 49.75]"
2013,SGP,JPN,C3,2,fintech_talent,"[103.8, 1.3667]","[138.0, 36.0]"
2013,SWE,CHN,C3,1,fintech_talent,"[15.0, 62.0]","[105.0, 35.0]"
2013,SVK,GBR,C3,1,fintech_talent,"[19.5, 48.6667]","[-2.0, 54.0]"
2013,ESP,LKA,C3,1,fintech_talent,"[-4.0, 40.0]","[81.0, 7.0]"
2013,TUN,LVA,C3,1,fintech_talent,"[9.0, 34.0]","[25.0, 57.0]"
2013,NLD,NOR,C3,2,fintech_talent,"[5.75, 52.5]","[10.0, 62.0]"
2013,BDI,USA,C3,3,fintech_talent,"[30.0, -3.5]","[-97.0, 38.0]"
2013,CHN,SAU,C3,18,fintech_talent,"[105.0, 35.0]","[45.0, 25.0]"
2013,PAK,TUR,C3,1,fintech_talent,"[70.0, 30.0]","[35.0, 39.0]"
2013,ITA,CAN,C3,11,fintech_talent,"[12.8333, 42.8333]","[-95.0, 60.0]"
2013,PAN,USA,C3,2,fintech_talent,"[-80.0, 9.0]","[-97.0, 38.0]"
2013,DEU,JPN,C3,1,fintech_talent,"[9.0, 51.0]","[138.0, 36.0]"
2013,POL,GBR,C3,4,fintech_talent,"[20.0, 52.0]","[-2.0, 54.0]"
2013,ITA,SWE,C3,3,fintech_talent,"[12.8333, 42.8333]","[15.0, 62.0]"
2013,USA,NOR,C3,17,fintech_talent,"[-97.0, 38.0]","[10.0, 62.0]"
2013,ITA,HRV,all,1,fintech_talent,"[12.8333, 42.8333]","[15.5, 45.1667]"
2013,ISR,ESP,all,3,fintech_talent,"[34.75, 31.5]","[-4.0, 40.0]"
2013,BEL,FIN,all,1,fintech_talent,"[4.0, 50.8333]","[26.0, 64.0]"
2013,CHL,GBR,all,2,fintech_talent,"[-71.0, -30.0]","[-2.0, 54.0]"
2013,RUS,DEU,all,1,fintech_talent,"[100.0, 60.0]","[9.0, 51.0]"
2013,JOR,ZAF,all,1,fintech_talent,"[36.0, 31.0]","[24.0, -29.0]"
2013,NOR,CHE,all,1,fintech_talent,"[10.0, 62.0]","[8.0, 47.0]"
2013,USA,ARE,all,8,fintech_talent,"[-97.0, 38.0]","[54.0, 24.0]"
2013,FIN,CHE,all,2,fintech_talent,"[26.0, 64.0]","[8.0, 47.0]"
2013,MYS,HKG,all,1,fintech_talent,"[112.5, 2.5]","[114.1667, 22.25]"
2013,IND,SGP,all,10,fintech_talent,"[77.0, 20.0]","[103.8, 1.3667]"
2013,POL,DEU,all,3,fintech_talent,"[20.0, 52.0]","[9.0, 51.0]"
2013,NLD,JPN,all,8,fintech_talent,"[5.75, 52.5]","[138.0, 36.0]"
2013,GBR,PAK,all,4,fintech_talent,"[-2.0, 54.0]","[70.0, 30.0]"
2013,ITA,CYP,all,1,fintech_talent,"[12.8333, 42.8333]","[33.0, 35.0]"
2013,LBN,USA,all,4,fintech_talent,"[35.8333, 33.8333]","[-97.0, 38.0]"
2013,GBR,NOR,all,15,fintech_talent,"[-2.0, 54.0]","[10.0, 62.0]"
2013,DNK,BEL,all,1,fintech_talent,"[10.0, 56.0]","[4.0, 50.8333]"
2013,ARG,HRV,all,2,fintech_talent,"[-64.0, -34.0]","[15.5, 45.1667]"
2013,GBR,AUS,all,77,fintech_talent,"[-2.0, 54.0]","[133.0, -27.0]"
2013,CHN,MNE,all,9,fintech_talent,"[105.0, 35.0]","[19.0, 42.0]"
2013,IND,FJI,all,1,fintech_talent,"[77.0, 20.0]","[175.0, -18.0]"
2013,SAU,SDN,all,1,fintech_talent,"[45.0, 25.0]","[30.0, 15.0]"
2013,GBR,FRA,all,38,fintech_talent,"[-2.0, 54.0]","[2.0, 46.0]"
2013,GBR,LKA,all,2,fintech_talent,"[-2.0, 54.0]","[81.0, 7.0]"
2013,BGD,NZL,all,1,fintech_talent,"[90.0, 24.0]","[174.0, -41.0]"
2013,NGA,GBR,all,2,fintech_talent,"[8.0, 10.0]","[-2.0, 54.0]"
2013,ARE,GBR,all,7,fintech_talent,"[54.0, 24.0]","[-2.0, 54.0]"
2013,DEU,NZL,all,1,fintech_talent,"[9.0, 51.0]","[174.0, -41.0]"
2013,DNK,MLT,all,1,fintech_talent,"[10.0, 56.0]","[14.5833, 35.8333]"
2013,ISR,ITA,all,5,fintech_talent,"[34.75, 31.5]","[12.8333, 42.8333]"
2013,GRC,AUS,all,1,fintech_talent,"[22.0, 39.0]","[133.0, -27.0]"
2013,BDI,SAU,all,1,fintech_talent,"[30.0, -3.5]","[45.0, 25.0]"
2013,ITA,GBR,all,41,fintech_talent,"[12.8333, 42.8333]","[-2.0, 54.0]"
2013,ITA,CHE,all,6,fintech_talent,"[12.8333, 42.8333]","[8.0, 47.0]"
2014,PRT,AUS,C1,1,fintech_talent,"[-8.0, 39.5]","[133.0, -27.0]"
2014,USA,IND,C1,4,fintech_talent,"[-97.0, 38.0]","[77.0, 20.0]"
2014,SAU,QAT,C1,1,fintech_talent,"[45.0, 25.0]","[51.25, 25.5]"
2014,ITA,JOR,C1,1,fintech_talent,"[12.8333, 42.8333]","[36.0, 31.0]"
2014,BEL,NLD,C2,2,fintech_talent,"[4.0, 50.8333]","[5.75, 52.5]"
2014,GBR,AUS,C2,11,fintech_talent,"[-2.0, 54.0]","[133.0, -27.0]"
2014,AUS,CHE,C2,2,fintech_talent,"[133.0, -27.0]","[8.0, 47.0]"
2014,NOR,USA,C2,2,fintech_talent,"[10.0, 62.0]","[-97.0, 38.0]"
2014,CHL,GBR,C2,1,fintech_talent,"[-71.0, -30.0]","[-2.0, 54.0]"
2014,CHE,CHN,C2,1,fintech_talent,"[8.0, 47.0]","[105.0, 35.0]"
2014,ITA,FIN,C2,1,fintech_talent,"[12.8333, 42.8333]","[26.0, 64.0]"
2014,GBR,DNK,C2,1,fintech_talent,"[-2.0, 54.0]","[10.0, 56.0]"
2014,NZL,FIN,C2,1,fintech_talent,"[174.0, -41.0]","[26.0, 64.0]"
2014,ESP,IND,C2,3,fintech_talent,"[-4.0, 40.0]","[77.0, 20.0]"
2014,KOR,CHN,C2,3,fintech_talent,"[127.5, 37.0]","[105.0, 35.0]"
2014,BRN,AUS,C2,1,fintech_talent,"[114.6667, 4.5]","[133.0, -27.0]"
2014,GBR,FRA,C2,1,fintech_talent,"[-2.0, 54.0]","[2.0, 46.0]"
2014,ETH,USA,C3,1,fintech_talent,"[38.0, 8.0]","[-97.0, 38.0]"
2014,IRL,CAN,C3,7,fintech_talent,"[-8.0, 53.0]","[-95.0, 60.0]"
2014,ISR,DEU,C3,3,fintech_talent,"[34.75, 31.5]","[9.0, 51.0]"
2014,FRA,CHN,C3,4,fintech_talent,"[2.0, 46.0]","[105.0, 35.0]"
2014,POL,IND,C3,3,fintech_talent,"[20.0, 52.0]","[77.0, 20.0]"
2014,SGP,QAT,C3,1,fintech_talent,"[103.8, 1.3667]","[51.25, 25.5]"
2014,IND,POL,C3,2,fintech_talent,"[77.0, 20.0]","[20.0, 52.0]"
2014,ITA,MEX,C3,2,fintech_talent,"[12.8333, 42.8333]","[-102.0, 23.0]"
2014,IRN,IND,C3,1,fintech_talent,"[53.0, 32.0]","[77.0, 20.0]"
2014,CAN,BEL,C3,9,fintech_talent,"[-95.0, 60.0]","[4.0, 50.8333]"
2014,IRL,SVN,C3,1,fintech_talent,"[-8.0, 53.0]","[15.0, 46.0]"
2014,GBR,JPN,C3,11,fintech_talent,"[-2.0, 54.0]","[138.0, 36.0]"
2014,SGP,NOR,C3,1,fintech_talent,"[103.8, 1.3667]","[10.0, 62.0]"
2014,ITA,DEU,C3,12,fintech_talent,"[12.8333, 42.8333]","[9.0, 51.0]"
2014,CHN,JPN,C3,9,fintech_talent,"[105.0, 35.0]","[138.0, 36.0]"
2014,IDN,AUS,C3,1,fintech_talent,"[120.0, -5.0]","[133.0, -27.0]"
2014,ROU,CAN,C3,1,fintech_talent,"[25.0, 46.0]","[-95.0, 60.0]"
2014,CAN,CMR,C3,1,fintech_talent,"[-95.0, 60.0]","[12.0, 6.0]"
2014,CHN,SVK,C3,2,fintech_talent,"[105.0, 35.0]","[19.5, 48.6667]"
2014,FRA,SVK,C3,1,fintech_talent,"[2.0, 46.0]","[19.5, 48.6667]"
2014,IND,LKA,C3,1,fintech_talent,"[77.0, 20.0]","[81.0, 7.0]"
2014,PAK,ARE,all,1,fintech_talent,"[70.0, 30.0]","[54.0, 24.0]"
2014,NGA,ITA,all,2,fintech_talent,"[8.0, 10.0]","[12.8333, 42.8333]"
2014,PRT,FRA,all,1,fintech_talent,"[-8.0, 39.5]","[2.0, 46.0]"
2014,ROU,SWE,all,2,fintech_talent,"[25.0, 46.0]","[15.0, 62.0]"
2014,SGP,SVK,all,1,fintech_talent,"[103.8, 1.3667]","[19.5, 48.6667]"
2014,CAN,FRA,all,14,fintech_talent,"[-95.0, 60.0]","[2.0, 46.0]"
2014,GRC,USA,all,11,fintech_talent,"[22.0, 39.0]","[-97.0, 38.0]"
2014,CAN,DEU,all,17,fintech_talent,"[-95.0, 60.0]","[9.0, 51.0]"
