year,source_ISO,target_ISO,category,value,data,start,end
2019,MAR,ROU,C3,3,talent,"[-5.0, 32.0]","[25.0, 46.0]"
2019,SDN,NGA,C3,10,talent,"[30.0, 15.0]","[8.0, 10.0]"
2019,PHL,IND,C3,19,talent,"[122.0, 13.0]","[77.0, 20.0]"
2019,ROU,SAU,C3,3,talent,"[25.0, 46.0]","[45.0, 25.0]"
2019,AUS,PAK,C3,95,talent,"[133.0, -27.0]","[70.0, 30.0]"
2019,DNK,MYS,C3,8,talent,"[10.0, 56.0]","[112.5, 2.5]"
2019,PHL,DEU,C3,25,talent,"[122.0, 13.0]","[9.0, 51.0]"
2019,PAK,MYS,C3,104,talent,"[70.0, 30.0]","[112.5, 2.5]"
2019,LVA,ZAF,C3,1,talent,"[25.0, 57.0]","[24.0, -29.0]"
2019,ARG,IND,C3,7,talent,"[-64.0, -34.0]","[77.0, 20.0]"
2019,ITA,AZE,C3,6,talent,"[12.8333, 42.8333]","[47.5, 40.5]"
2019,ATG,SRB,C3,1,talent,"[-61.8, 17.05]","[21.0, 44.0]"
2019,VNM,BEN,C3,1,talent,"[106.0, 16.0]","[2.25, 9.5]"
2019,VNM,AUT,C3,1,talent,"[106.0, 16.0]","[13.3333, 47.3333]"
2019,PHL,LBN,C3,2,talent,"[122.0, 13.0]","[35.8333, 33.8333]"
2019,IND,GBR,C3,470,talent,"[77.0, 20.0]","[-2.0, 54.0]"
2019,ECU,DEU,C3,3,talent,"[-77.5, -2.0]","[9.0, 51.0]"
2019,SRB,IRL,C3,1,talent,"[21.0, 44.0]","[-8.0, 53.0]"
2019,BOL,FRA,C3,90,talent,"[-65.0, -17.0]","[2.0, 46.0]"
2019,WSM,ZAF,C3,1,talent,"[-172.3333, -13.5833]","[24.0, -29.0]"
2019,ROU,DNK,C3,7,talent,"[25.0, 46.0]","[10.0, 56.0]"
2019,CMR,PER,C3,1,talent,"[12.0, 6.0]","[-76.0, -10.0]"
2019,POL,JPN,C3,39,talent,"[20.0, 52.0]","[138.0, 36.0]"
2019,KNA,AUS,C3,10,talent,"[-62.75, 17.3333]","[133.0, -27.0]"
2019,AUS,LAO,C3,2,talent,"[133.0, -27.0]","[105.0, 18.0]"
2019,JPN,PRT,C3,37,talent,"[138.0, 36.0]","[-8.0, 39.5]"
2019,COL,BOL,C3,1,talent,"[-72.0, 4.0]","[-65.0, -17.0]"
2019,QAT,PRT,C3,5,talent,"[51.25, 25.5]","[-8.0, 39.5]"
2019,LKA,ITA,C3,230,talent,"[81.0, 7.0]","[12.8333, 42.8333]"
2019,ARE,BHR,C3,7,talent,"[54.0, 24.0]","[50.55, 26.0]"
2019,MNE,CHE,C3,1,talent,"[19.0, 42.0]","[8.0, 47.0]"
2019,ETH,ZWE,C3,1,talent,"[38.0, 8.0]","[30.0, -20.0]"
2019,MYS,SGP,C3,24,talent,"[112.5, 2.5]","[103.8, 1.3667]"
2019,DEU,MOZ,C3,1,talent,"[9.0, 51.0]","[35.0, -18.25]"
2019,GBR,PRT,C3,246,talent,"[-2.0, 54.0]","[-8.0, 39.5]"
2019,SGP,LKA,C3,1,talent,"[103.8, 1.3667]","[81.0, 7.0]"
2019,TWN,KAZ,C3,1,talent,"[121.0, 23.5]","[68.0, 48.0]"
2019,MEX,NOR,C3,4,talent,"[-102.0, 23.0]","[10.0, 62.0]"
2019,QAT,BHS,C3,1,talent,"[51.25, 25.5]","[-76.0, 24.25]"
2019,CZE,ITA,C3,21,talent,"[15.5, 49.75]","[12.8333, 42.8333]"
2019,IRL,IND,C3,63,talent,"[-8.0, 53.0]","[77.0, 20.0]"
2019,USA,SDN,C3,2,talent,"[-97.0, 38.0]","[30.0, 15.0]"
2019,PAK,KAZ,C3,1,talent,"[70.0, 30.0]","[68.0, 48.0]"
2019,COG,IND,C3,1,talent,"[15.0, -1.0]","[77.0, 20.0]"
2019,IRN,GBR,C3,62,talent,"[53.0, 32.0]","[-2.0, 54.0]"
2019,AUS,EST,C3,6,talent,"[133.0, -27.0]","[26.0, 59.0]"
2019,JPN,FIN,C3,39,talent,"[138.0, 36.0]","[26.0, 64.0]"
2019,CAN,HKG,C3,50,talent,"[-95.0, 60.0]","[114.1667, 22.25]"
2019,BFA,BRA,C3,2,talent,"[-2.0, 13.0]","[-55.0, -10.0]"
2019,COL,BEN,C3,2,talent,"[-72.0, 4.0]","[2.25, 9.5]"
2019,FJI,WSM,C3,3,talent,"[175.0, -18.0]","[-172.3333, -13.5833]"
2019,NPL,ETH,C3,1,talent,"[84.0, 28.0]","[38.0, 8.0]"
2019,BDI,PRT,C3,3,talent,"[30.0, -3.5]","[-8.0, 39.5]"
2019,ZAF,POL,C3,25,talent,"[24.0, -29.0]","[20.0, 52.0]"
2019,IND,SVK,C3,18,talent,"[77.0, 20.0]","[19.5, 48.6667]"
2019,DNK,ISL,C3,12,talent,"[10.0, 56.0]","[-18.0, 65.0]"
2019,JPN,ATG,C3,1,talent,"[138.0, 36.0]","[-61.8, 17.05]"
2019,DNK,KHM,C3,1,talent,"[10.0, 56.0]","[105.0, 13.0]"
2019,PAK,CYP,C3,1,talent,"[70.0, 30.0]","[33.0, 35.0]"
2019,VNM,PAK,C3,7,talent,"[106.0, 16.0]","[70.0, 30.0]"
2019,UGA,POL,C3,2,talent,"[32.0, 1.0]","[20.0, 52.0]"
2019,LTU,POL,C3,1,talent,"[24.0, 56.0]","[20.0, 52.0]"
2019,SAU,SVK,C3,1,talent,"[45.0, 25.0]","[19.5, 48.6667]"
2019,ITA,HRV,C3,10,talent,"[12.8333, 42.8333]","[15.5, 45.1667]"
2019,COL,ARG,C3,1,talent,"[-72.0, 4.0]","[-64.0, -34.0]"
2019,BOL,PYF,C3,1,talent,"[-65.0, -17.0]","[-140.0, -15.0]"
2019,COL,PER,C3,4,talent,"[-72.0, 4.0]","[-76.0, -10.0]"
2019,POL,SVK,C3,10,talent,"[20.0, 52.0]","[19.5, 48.6667]"
2019,PNG,AUS,C3,17,talent,"[147.0, -6.0]","[133.0, -27.0]"
2019,PAN,NZL,C3,1,talent,"[-80.0, 9.0]","[174.0, -41.0]"
2019,MEX,CHN,C3,15,talent,"[-102.0, 23.0]","[105.0, 35.0]"
2019,TJK,CHE,C3,3,talent,"[71.0, 39.0]","[8.0, 47.0]"
2019,BOL,AUS,C3,1,talent,"[-65.0, -17.0]","[133.0, -27.0]"
2019,DEU,NOR,C3,116,talent,"[9.0, 51.0]","[10.0, 62.0]"
2019,GRC,SWE,C3,27,talent,"[22.0, 39.0]","[15.0, 62.0]"
2019,BEL,DEU,C3,152,talent,"[4.0, 50.8333]","[9.0, 51.0]"
2019,TUR,CHE,C3,17,talent,"[35.0, 39.0]","[8.0, 47.0]"
2019,GBR,CYP,C3,40,talent,"[-2.0, 54.0]","[33.0, 35.0]"
2019,PER,NGA,C3,1,talent,"[-76.0, -10.0]","[8.0, 10.0]"
2019,DEU,HUN,C3,64,talent,"[9.0, 51.0]","[20.0, 47.0]"
2019,BGD,QAT,C3,3,talent,"[90.0, 24.0]","[51.25, 25.5]"
2019,SRB,VNM,C3,4,talent,"[21.0, 44.0]","[106.0, 16.0]"
2019,BRA,DNK,C3,40,talent,"[-55.0, -10.0]","[10.0, 56.0]"
2019,FRA,MWI,C3,1,talent,"[2.0, 46.0]","[34.0, -13.5]"
2019,GBR,ZMB,C3,5,talent,"[-2.0, 54.0]","[30.0, -15.0]"
2019,PRT,IRN,C3,5,talent,"[-8.0, 39.5]","[53.0, 32.0]"
2019,SVN,ECU,C3,1,talent,"[15.0, 46.0]","[-77.5, -2.0]"
2019,ISL,USA,C3,64,talent,"[-18.0, 65.0]","[-97.0, 38.0]"
2019,TWN,ETH,all,27,talent,"[121.0, 23.5]","[38.0, 8.0]"
2019,KEN,ROU,all,2,talent,"[38.0, 1.0]","[25.0, 46.0]"
2019,MNG,DEU,all,2,talent,"[105.0, 46.0]","[9.0, 51.0]"
2019,MYS,LTU,all,12,talent,"[112.5, 2.5]","[24.0, 56.0]"
2019,BRA,MEX,all,53,talent,"[-55.0, -10.0]","[-102.0, 23.0]"
2019,PER,COL,all,5,talent,"[-76.0, -10.0]","[-72.0, 4.0]"
2019,EST,JPN,all,1,talent,"[26.0, 59.0]","[138.0, 36.0]"
2019,HKG,BRA,all,46,talent,"[114.1667, 22.25]","[-55.0, -10.0]"
2019,KOR,KNA,all,3,talent,"[127.5, 37.0]","[-62.75, 17.3333]"
2019,SGP,EGY,all,19,talent,"[103.8, 1.3667]","[30.0, 27.0]"
2019,SEN,BHR,all,1,talent,"[-14.0, 14.0]","[50.55, 26.0]"
2019,PHL,KHM,all,1,talent,"[122.0, 13.0]","[105.0, 13.0]"
2019,PHL,LBN,all,4,talent,"[122.0, 13.0]","[35.8333, 33.8333]"
2019,BEN,KEN,all,10,talent,"[2.25, 9.5]","[38.0, 1.0]"
2019,THA,MWI,all,1,talent,"[100.0, 15.0]","[34.0, -13.5]"
2019,PRI,CHE,all,2,talent,"[-66.5, 18.25]","[8.0, 47.0]"
2019,BEL,URY,all,1,talent,"[4.0, 50.8333]","[-56.0, -33.0]"
2019,KHM,CHN,all,1,talent,"[105.0, 13.0]","[105.0, 35.0]"
2019,AUT,PAK,all,11,talent,"[13.3333, 47.3333]","[70.0, 30.0]"
2019,KAZ,IRN,all,2,talent,"[68.0, 48.0]","[53.0, 32.0]"
2019,VNM,CHE,all,3,talent,"[106.0, 16.0]","[8.0, 47.0]"
2019,BRN,MYS,all,4,talent,"[114.6667, 4.5]","[112.5, 2.5]"
2019,LBN,BEL,all,12,talent,"[35.8333, 33.8333]","[4.0, 50.8333]"
2019,TUR,DEU,all,56,talent,"[35.0, 39.0]","[9.0, 51.0]"
2019,DNK,BHR,all,2,talent,"[10.0, 56.0]","[50.55, 26.0]"
2019,NZL,HRV,all,3,talent,"[174.0, -41.0]","[15.5, 45.1667]"
2019,USA,BOL,all,20,talent,"[-97.0, 38.0]","[-65.0, -17.0]"
2019,SRB,KOR,all,2,talent,"[21.0, 44.0]","[127.5, 37.0]"
2019,TWN,BIH,all,11,talent,"[121.0, 23.5]","[18.0, 44.0]"
2019,MOZ,VNM,all,3,talent,"[35.0, -18.25]","[106.0, 16.0]"
2019,JPN,IRQ,all,1,talent,"[138.0, 36.0]","[44.0, 33.0]"
2019,GEO,CZE,all,1,talent,"[43.5, 42.0]","[15.5, 49.75]"
2019,BGD,JOR,all,4,talent,"[90.0, 24.0]","[36.0, 31.0]"
2019,TUR,FRA,all,23,talent,"[35.0, 39.0]","[2.0, 46.0]"
2019,SAU,JOR,all,35,talent,"[45.0, 25.0]","[36.0, 31.0]"
2019,DEU,CAN,all,772,talent,"[9.0, 51.0]","[-95.0, 60.0]"
2019,KHM,BEL,all,1,talent,"[105.0, 13.0]","[4.0, 50.8333]"
2019,LBN,PHL,all,3,talent,"[35.8333, 33.8333]","[122.0, 13.0]"
2019,BRN,MAR,all,1,talent,"[114.6667, 4.5]","[-5.0, 32.0]"
2019,ESP,PRT,all,413,talent,"[-4.0, 40.0]","[-8.0, 39.5]"
2019,ISR,BEL,all,64,talent,"[34.75, 31.5]","[4.0, 50.8333]"
2019,HKG,THA,all,30,talent,"[114.1667, 22.25]","[100.0, 15.0]"
2019,PRY,ESP,all,1,talent,"[-58.0, -23.0]","[-4.0, 40.0]"
2019,GHA,MLI,all,5,talent,"[-2.0, 8.0]","[-4.0, 17.0]"
2019,ESP,DEU,all,651,talent,"[-4.0, 40.0]","[9.0, 51.0]"
2019,ISR,NPL,all,2,talent,"[34.75, 31.5]","[84.0, 28.0]"
2019,ZAF,COG,all,4,talent,"[24.0, -29.0]","[15.0, -1.0]"
2019,BRA,BHR,all,7,talent,"[-55.0, -10.0]","[50.55, 26.0]"
2019,YEM,BEL,all,2,talent,"[48.0, 15.0]","[4.0, 50.8333]"
2019,BGD,PHL,all,15,talent,"[90.0, 24.0]","[122.0, 13.0]"
2019,LKA,BGD,all,2,talent,"[81.0, 7.0]","[90.0, 24.0]"
2019,ZAF,BGR,all,5,talent,"[24.0, -29.0]","[25.0, 43.0]"
2019,GHA,CZE,all,1,talent,"[-2.0, 8.0]","[15.5, 49.75]"
2019,ESP,NCL,all,2,talent,"[-4.0, 40.0]","[165.5, -21.5]"
2019,ESP,SGP,all,42,talent,"[-4.0, 40.0]","[103.8, 1.3667]"
2019,ROU,SYR,all,1,talent,"[25.0, 46.0]","[38.0, 35.0]"
2019,MAR,ITA,all,142,talent,"[-5.0, 32.0]","[12.8333, 42.8333]"
2019,THA,CHE,all,34,talent,"[100.0, 15.0]","[8.0, 47.0]"
2019,COG,NLD,all,1,talent,"[15.0, -1.0]","[5.75, 52.5]"
2019,BGR,MEX,all,2,talent,"[25.0, 43.0]","[-102.0, 23.0]"
2019,FRA,LKA,all,26,talent,"[2.0, 46.0]","[81.0, 7.0]"
2019,NGA,BRA,all,6,talent,"[8.0, 10.0]","[-55.0, -10.0]"
2019,USA,KEN,all,438,talent,"[-97.0, 38.0]","[38.0, 1.0]"
2019,NOR,SLB,all,1,talent,"[10.0, 62.0]","[159.0, -8.0]"
2019,ETH,HKG,all,12,talent,"[38.0, 8.0]","[114.1667, 22.25]"
2019,UGA,NZL,all,4,talent,"[32.0, 1.0]","[174.0, -41.0]"
2019,CAN,BIH,all,4,talent,"[-95.0, 60.0]","[18.0, 44.0]"
2019,CHL,GHA,all,1,talent,"[-71.0, -30.0]","[-2.0, 8.0]"
2019,NZL,THA,all,11,talent,"[174.0, -41.0]","[100.0, 15.0]"
2019,BDI,SWE,all,10,talent,"[30.0, -3.5]","[15.0, 62.0]"
2019,TUN,AUS,all,3,talent,"[9.0, 34.0]","[133.0, -27.0]"
2019,EGY,TWN,all,13,talent,"[30.0, 27.0]","[121.0, 23.5]"
2019,FRA,RUS,all,154,talent,"[2.0, 46.0]","[100.0, 60.0]"
2019,DEU,COL,all,21,talent,"[9.0, 51.0]","[-72.0, 4.0]"
2019,POL,PRY,all,1,talent,"[20.0, 52.0]","[-58.0, -23.0]"
2019,FRA,NGA,all,1,talent,"[2.0, 46.0]","[8.0, 10.0]"
2019,ESP,SLB,all,1,talent,"[-4.0, 40.0]","[159.0, -8.0]"
2019,KOR,IRQ,all,1,talent,"[127.5, 37.0]","[44.0, 33.0]"
2019,BEL,IRL,all,113,talent,"[4.0, 50.8333]","[-8.0, 53.0]"
2019,MYS,IRL,all,21,talent,"[112.5, 2.5]","[-8.0, 53.0]"
2019,ARE,THA,all,1,talent,"[54.0, 24.0]","[100.0, 15.0]"
2019,CHN,SRB,all,24,talent,"[105.0, 35.0]","[21.0, 44.0]"
2019,CHE,CRI,all,2,talent,"[8.0, 47.0]","[-84.0, 10.0]"
2019,FIN,GHA,all,4,talent,"[26.0, 64.0]","[-2.0, 8.0]"
2019,LVA,FIN,all,2,talent,"[25.0, 57.0]","[26.0, 64.0]"
2019,NLD,ARG,all,11,talent,"[5.75, 52.5]","[-64.0, -34.0]"
2019,SGP,CRI,all,1,talent,"[103.8, 1.3667]","[-84.0, 10.0]"
2019,HKG,ITA,all,25,talent,"[114.1667, 22.25]","[12.8333, 42.8333]"
2019,GBR,BEN,all,5,talent,"[-2.0, 54.0]","[2.25, 9.5]"
2019,VNM,DZA,all,1,talent,"[106.0, 16.0]","[3.0, 28.0]"
2019,KEN,MDV,all,2,talent,"[38.0, 1.0]","[73.0, 3.25]"
2019,THA,BRN,all,5,talent,"[100.0, 15.0]","[114.6667, 4.5]"
2019,BGD,KEN,all,11,talent,"[90.0, 24.0]","[38.0, 1.0]"
2019,LVA,GBR,all,16,talent,"[25.0, 57.0]","[-2.0, 54.0]"
2019,SVN,THA,all,1,talent,"[15.0, 46.0]","[100.0, 15.0]"
2019,BLR,GBR,all,6,talent,"[28.0, 53.0]","[-2.0, 54.0]"
2019,IDN,TWN,all,27,talent,"[120.0, -5.0]","[121.0, 23.5]"
2019,ARE,TTO,all,2,talent,"[54.0, 24.0]","[-61.0, 11.0]"
2019,ROU,BDI,all,4,talent,"[25.0, 46.0]","[30.0, -3.5]"
2019,TWN,ARG,all,2,talent,"[121.0, 23.5]","[-64.0, -34.0]"
2019,ZAF,BRN,all,1,talent,"[24.0, -29.0]","[114.6667, 4.5]"
2019,SWE,POL,all,100,talent,"[15.0, 62.0]","[20.0, 52.0]"
2019,RUS,BGD,all,3,talent,"[100.0, 60.0]","[90.0, 24.0]"
2019,FRA,BHR,all,1,talent,"[2.0, 46.0]","[50.55, 26.0]"
2019,CAN,MOZ,all,1,talent,"[-95.0, 60.0]","[35.0, -18.25]"
2019,FRA,BIH,all,2,talent,"[2.0, 46.0]","[18.0, 44.0]"
2019,PRK,CHN,all,3,talent,"[127.0, 40.0]","[105.0, 35.0]"
2019,LTU,BEL,all,4,talent,"[24.0, 56.0]","[4.0, 50.8333]"
2019,SWE,ITA,all,272,talent,"[15.0, 62.0]","[12.8333, 42.8333]"
2019,BRA,ROU,all,6,talent,"[-55.0, -10.0]","[25.0, 46.0]"
2019,ISR,SYR,all,1,talent,"[34.75, 31.5]","[38.0, 35.0]"
2019,BRA,MYS,all,24,talent,"[-55.0, -10.0]","[112.5, 2.5]"
2019,BRA,CZE,all,74,talent,"[-55.0, -10.0]","[15.5, 49.75]"
2019,MDV,ATG,all,1,talent,"[73.0, 3.25]","[-61.8, 17.05]"
2019,TZA,NZL,all,3,talent,"[35.0, -6.0]","[174.0, -41.0]"
2019,PAN,KEN,all,1,talent,"[-80.0, 9.0]","[38.0, 1.0]"
2019,LSO,ZAF,all,3,talent,"[28.5, -29.5]","[24.0, -29.0]"
2019,SVN,AUS,all,17,talent,"[15.0, 46.0]","[133.0, -27.0]"
2019,FIN,HKG,all,21,talent,"[26.0, 64.0]","[114.1667, 22.25]"
2019,FJI,HUN,all,1,talent,"[175.0, -18.0]","[20.0, 47.0]"
2019,CHE,PRT,all,220,talent,"[8.0, 47.0]","[-8.0, 39.5]"
2019,USA,IDN,all,49,talent,"[-97.0, 38.0]","[120.0, -5.0]"
2019,CHL,BRA,all,82,talent,"[-71.0, -30.0]","[-55.0, -10.0]"
2019,FIN,PSE,all,2,talent,"[26.0, 64.0]","[35.25, 32.0]"
2019,BHR,CIV,all,1,talent,"[50.55, 26.0]","[-5.0, 8.0]"
2019,CMR,NCL,all,2,talent,"[12.0, 6.0]","[165.5, -21.5]"
2019,ZWE,GHA,all,1,talent,"[30.0, -20.0]","[-2.0, 8.0]"
2019,BHR,DEU,all,2,talent,"[50.55, 26.0]","[9.0, 51.0]"
2019,KOR,CMR,all,1,talent,"[127.5, 37.0]","[12.0, 6.0]"
2019,ESP,TZA,all,3,talent,"[-4.0, 40.0]","[35.0, -6.0]"
2019,PER,PRT,all,1,talent,"[-76.0, -10.0]","[-8.0, 39.5]"
2019,DEU,ZAF,all,100,talent,"[9.0, 51.0]","[24.0, -29.0]"
2019,GEO,NOR,all,1,talent,"[43.5, 42.0]","[10.0, 62.0]"
2019,VGB,FIN,all,1,talent,"[-64.5, 18.5]","[26.0, 64.0]"
2019,PER,USA,all,86,talent,"[-76.0, -10.0]","[-97.0, 38.0]"
2019,SRB,CHE,all,15,talent,"[21.0, 44.0]","[8.0, 47.0]"
2019,TWN,SRB,all,3,talent,"[121.0, 23.5]","[21.0, 44.0]"
2019,ISR,CYM,all,5,talent,"[34.75, 31.5]","[-80.5, 19.5]"
2019,CHE,BGD,all,11,talent,"[8.0, 47.0]","[90.0, 24.0]"
2019,COD,PRI,all,1,talent,"[25.0, 0.0]","[-66.5, 18.25]"
2019,USA,ARG,all,349,talent,"[-97.0, 38.0]","[-64.0, -34.0]"
2019,CYP,CHE,all,3,talent,"[33.0, 35.0]","[8.0, 47.0]"
2019,SLB,FRA,all,4,talent,"[159.0, -8.0]","[2.0, 46.0]"
2019,BGR,SWE,all,4,talent,"[25.0, 43.0]","[15.0, 62.0]"
2019,AUT,TJK,all,11,talent,"[13.3333, 47.3333]","[71.0, 39.0]"
2019,KOR,ETH,all,13,talent,"[127.5, 37.0]","[38.0, 8.0]"
2019,ARG,CZE,all,3,talent,"[-64.0, -34.0]","[15.5, 49.75]"
2019,GEO,BGR,all,2,talent,"[43.5, 42.0]","[25.0, 43.0]"
2019,GMB,GBR,all,3,talent,"[-16.5667, 13.4667]","[-2.0, 54.0]"
2019,IRN,TWN,all,10,talent,"[53.0, 32.0]","[121.0, 23.5]"
2019,KEN,BEN,all,12,talent,"[38.0, 1.0]","[2.25, 9.5]"
2019,LKA,TTO,all,1,talent,"[81.0, 7.0]","[-61.0, 11.0]"
2019,MOZ,USA,all,7,talent,"[35.0, -18.25]","[-97.0, 38.0]"
2019,BEL,BRA,all,89,talent,"[4.0, 50.8333]","[-55.0, -10.0]"
2019,GHA,SAU,all,1,talent,"[-2.0, 8.0]","[45.0, 25.0]"
2019,COG,UGA,all,1,talent,"[15.0, -1.0]","[32.0, 1.0]"
2019,ARG,LKA,all,63,talent,"[-64.0, -34.0]","[81.0, 7.0]"
2019,UGA,JPN,all,8,talent,"[32.0, 1.0]","[138.0, 36.0]"
2019,CZE,ZAF,all,7,talent,"[15.5, 49.75]","[24.0, -29.0]"
2019,ZAF,NPL,all,1,talent,"[24.0, -29.0]","[84.0, 28.0]"
2019,YEM,FRA,all,12,talent,"[48.0, 15.0]","[2.0, 46.0]"
2019,FIN,JPN,all,94,talent,"[26.0, 64.0]","[138.0, 36.0]"
2019,GEO,GBR,all,48,talent,"[43.5, 42.0]","[-2.0, 54.0]"
2019,PAK,EST,all,2,talent,"[70.0, 30.0]","[26.0, 59.0]"
2019,SDN,GBR,all,5,talent,"[30.0, 15.0]","[-2.0, 54.0]"
2019,THA,MDV,all,5,talent,"[100.0, 15.0]","[73.0, 3.25]"
2019,BWA,BRA,all,1,talent,"[24.0, -22.0]","[-55.0, -10.0]"
2020,BIH,HRV,C1,1,talent,"[18.0, 44.0]","[15.5, 45.1667]"
2020,BDI,CHE,C1,3,talent,"[30.0, -3.5]","[8.0, 47.0]"
2020,CHE,JPN,C1,45,talent,"[8.0, 47.0]","[138.0, 36.0]"
2020,LTU,MYS,C1,1,talent,"[24.0, 56.0]","[112.5, 2.5]"
2020,COG,USA,C1,4,talent,"[15.0, -1.0]","[-97.0, 38.0]"
2020,NZL,FRA,C1,8,talent,"[174.0, -41.0]","[2.0, 46.0]"
2020,IRL,BGR,C1,1,talent,"[-8.0, 53.0]","[25.0, 43.0]"
2020,PRI,GBR,C1,4,talent,"[-66.5, 18.25]","[-2.0, 54.0]"
2020,AUS,SDN,C1,1,talent,"[133.0, -27.0]","[30.0, 15.0]"
2020,IND,HKG,C1,2,talent,"[77.0, 20.0]","[114.1667, 22.25]"
2020,BDI,DEU,C1,4,talent,"[30.0, -3.5]","[9.0, 51.0]"
2020,DNK,NZL,C1,5,talent,"[10.0, 56.0]","[174.0, -41.0]"
2020,NLD,EGY,C1,1,talent,"[5.75, 52.5]","[30.0, 27.0]"
2020,VEN,JPN,C1,2,talent,"[-66.0, 8.0]","[138.0, 36.0]"
2020,CHE,NLD,C1,57,talent,"[8.0, 47.0]","[5.75, 52.5]"
2020,ESP,USA,C1,306,talent,"[-4.0, 40.0]","[-97.0, 38.0]"
2020,AUS,CHE,C1,44,talent,"[133.0, -27.0]","[8.0, 47.0]"
2020,EGY,PSE,C1,3,talent,"[30.0, 27.0]","[35.25, 32.0]"
2020,ESP,JPN,C1,38,talent,"[-4.0, 40.0]","[138.0, 36.0]"
2020,CHN,PHL,C1,16,talent,"[105.0, 35.0]","[122.0, 13.0]"
2020,TZA,NOR,C1,1,talent,"[35.0, -6.0]","[10.0, 62.0]"
2020,HUN,ITA,C1,9,talent,"[20.0, 47.0]","[12.8333, 42.8333]"
2020,CAN,IDN,C1,2,talent,"[-95.0, 60.0]","[120.0, -5.0]"
2020,KOR,IDN,C1,4,talent,"[127.5, 37.0]","[120.0, -5.0]"
2020,MYS,ISR,C1,4,talent,"[112.5, 2.5]","[34.75, 31.5]"
2020,SVN,KOR,C1,1,talent,"[15.0, 46.0]","[127.5, 37.0]"
2020,USA,SVK,C1,47,talent,"[-97.0, 38.0]","[19.5, 48.6667]"
2020,AUS,NGA,C1,2,talent,"[133.0, -27.0]","[8.0, 10.0]"
2020,RUS,FRA,C1,7,talent,"[100.0, 60.0]","[2.0, 46.0]"
2020,GRC,BRA,C1,3,talent,"[22.0, 39.0]","[-55.0, -10.0]"
2020,UKR,POL,C1,4,talent,"[32.0, 49.0]","[20.0, 52.0]"
2020,ISR,CUB,C1,1,talent,"[34.75, 31.5]","[-80.0, 21.5]"
2020,IRN,EST,C1,1,talent,"[53.0, 32.0]","[26.0, 59.0]"
2020,JOR,RUS,C1,2,talent,"[36.0, 31.0]","[100.0, 60.0]"
2020,NZL,AUS,C1,60,talent,"[174.0, -41.0]","[133.0, -27.0]"
2020,MWI,USA,C1,7,talent,"[34.0, -13.5]","[-97.0, 38.0]"
2020,IRL,ESP,C1,13,talent,"[-8.0, 53.0]","[-4.0, 40.0]"
2020,NOR,VNM,C1,2,talent,"[10.0, 62.0]","[106.0, 16.0]"
2020,IND,MLI,C1,2,talent,"[77.0, 20.0]","[-4.0, 17.0]"
2020,ZAF,SWE,C1,3,talent,"[24.0, -29.0]","[15.0, 62.0]"
2020,ZMB,USA,C1,3,talent,"[30.0, -15.0]","[-97.0, 38.0]"
2020,NLD,USA,C1,418,talent,"[5.75, 52.5]","[-97.0, 38.0]"
2020,ARE,PHL,C1,1,talent,"[54.0, 24.0]","[122.0, 13.0]"
2020,NOR,HKG,C1,2,talent,"[10.0, 62.0]","[114.1667, 22.25]"
2020,HRV,SGP,C1,1,talent,"[15.5, 45.1667]","[103.8, 1.3667]"
2020,IND,ISR,C1,56,talent,"[77.0, 20.0]","[34.75, 31.5]"
2020,NGA,USA,C1,15,talent,"[8.0, 10.0]","[-97.0, 38.0]"
2020,IRN,BEL,C1,5,talent,"[53.0, 32.0]","[4.0, 50.8333]"
2020,KHM,ATG,C1,5,talent,"[105.0, 13.0]","[-61.8, 17.05]"
2020,BDI,USA,C1,12,talent,"[30.0, -3.5]","[-97.0, 38.0]"
2020,FIN,BGD,C1,2,talent,"[26.0, 64.0]","[90.0, 24.0]"
2020,NAM,FIN,C1,1,talent,"[17.0, -22.0]","[26.0, 64.0]"
2020,PAK,IDN,C1,2,talent,"[70.0, 30.0]","[120.0, -5.0]"
2020,TUN,BGD,C1,1,talent,"[9.0, 34.0]","[90.0, 24.0]"
2020,AUS,SYR,C1,1,talent,"[133.0, -27.0]","[38.0, 35.0]"
2020,SVK,ARG,C1,1,talent,"[19.5, 48.6667]","[-64.0, -34.0]"
2020,NER,FRA,C1,8,talent,"[8.0, 16.0]","[2.0, 46.0]"
2020,ESP,TJK,C1,2,talent,"[-4.0, 40.0]","[71.0, 39.0]"
2020,CMR,CAN,C1,1,talent,"[12.0, 6.0]","[-95.0, 60.0]"
2020,EGY,RUS,C1,1,talent,"[30.0, 27.0]","[100.0, 60.0]"
2020,KWT,GBR,C2,2,talent,"[47.6581, 29.3375]","[-2.0, 54.0]"
2020,BRA,RUS,C2,82,talent,"[-55.0, -10.0]","[100.0, 60.0]"
2020,FIN,NZL,C2,2,talent,"[26.0, 64.0]","[174.0, -41.0]"
2020,FRA,HKG,C2,5,talent,"[2.0, 46.0]","[114.1667, 22.25]"
2020,BEL,NOR,C2,9,talent,"[4.0, 50.8333]","[10.0, 62.0]"
2020,DEU,GEO,C2,5,talent,"[9.0, 51.0]","[43.5, 42.0]"
2020,JPN,FRA,C2,49,talent,"[138.0, 36.0]","[2.0, 46.0]"
2020,USA,WSM,C2,1,talent,"[-97.0, 38.0]","[-172.3333, -13.5833]"
2020,CAN,LBN,C2,7,talent,"[-95.0, 60.0]","[35.8333, 33.8333]"
